subject_id	sid_hash	excluded	solver	p1_accuracy	p2_accuracy	p1_last_acc	p2_last_acc	p2_non_md	p2_last_8_solved	dtest_solved	dtest_duration	dtest_num_attempts	dtest_skipped	gender	age	education	edu_status	prior_exposure	prior_attempt	prior_completed	m_alg	m_geom	m_trig	m_sv_calc	m_mv_calc	m_linalg	m_pr_stat	m_disc	m_logic	q_attn_check1	q_attn_check2	q_attn_check3	q_puzzle	q_puzzle_digit	digit_target	digit_distractor	q_confidence	q_strategy	q_digit_selection	q_digit_notice	q_hint_select	q_hint_explain	q_digit_check	q_check_strategy	q_check_strategy_select	q_additional_info	tut_house	p1_last_acc_freq
139	c81753	FALSE	FALSE	0.56	0.796875	0.672125	0.8445	0	8	FALSE	NA	0	TRUE	Female	37	bach	Completed	Yes	No	None	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	target	9	9	3	90	I started with the far left 3 blue squares and determined none of those could be a 3 or 9 bc they already below to a 3x3 square that contains those numbers. I then moved on to the columns on the left side of the screen. The first column contains a 3 and 9 so I moved to the next column with an open blue square. That column has a 9 in it so I know it has to be a 3.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I noticed that the far left column already has a 3 and 9 so I knew that far left blue square could not be either. I noticed the next column over with an open blue square already had a 9 in the column so it couldn't be a 9. This made the only answer available to be a 3.	['targetSingle']	This cell already contains a 9 so I knew the open blue square in this column could not also be a 9.	No, I just submitted my original guess without checking any further.	NA	NA	It was just a process of elimination. I went through all scenarios to eliminate an option as the answer.	row	0.675565496161336
140	74e897	FALSE	FALSE	0.56	0.546875	0.676875	0.562875	0	4	FALSE	NA	0	TRUE	Female	31	hs	Completed	Yes	No	None	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	target	8	8	3	50	no steps	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetDouble']	NA	NA	NA	NA	it's between 8 and 3	row	0.67507809625934
141	fef10d	FALSE	FALSE	0.52	0.71875	0.668875	0.773625	0	8	FALSE	NA	0	TRUE	Male	34	mast	Completed	Yes	No	None	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	target	6	6	9	75	I knew it had to be a 6 or 9 and I used process of elimination by going row by row. I noticed the row 2 had a 6 and the blue square in the row was most likely 9. Therefore I guessed 6 for the empty square.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I noticed a 6 with no 9 in the 2nd row.	['targetSingle']	This 6 made it likely the blue square in that row was a 9.	No, I just submitted my original guess without checking any further.	NA	NA	I used process of elimination. Sometimes I took educated guesses if I was confused.	column	0.673608072757452
142	a32ea2	FALSE	FALSE	0.56	0.578125	0.669	0.627625	2	4	FALSE	NA	0	TRUE	Male	30	hs	Completed	Yes	No	None	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	target	2	2	1	50	It could only be 2 or 1 so i guessed.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetBox', 'targetSingle']	NA	NA	NA	NA	I just made my best guess between 1 and 2.	column	0.6710993426471207
143	dc66bc	FALSE	FALSE	0.6	0.5	0.65775	0.518375	3	5	FALSE	NA	0	TRUE	Male	25	hs	Currently pursuing	Yes	No	None	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	target	6	6	5	50	I used the boxes in the blue row to determine which digits are missing. Then i looked for possible missing numbers that would be placed in the box.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The repeated numbers	['distractorDouble']	The numbers are close to each other	No, I just submitted my original guess without checking any further.	NA	NA	There is no additional information i can add	row	0.6649090102015734
144	6161cc	FALSE	FALSE	0.56	0.4375	0.659125	0.445125	1	4	FALSE	NA	0	TRUE	Male	34	hs	Completed	No	No	None	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	distractor	6	3	6	45	I believe the number that comes first between 6 and 3 on the first 3 columns is the appropriate number to be inserted in the green space.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The first number that comes first in the first 3 columns.	['distractorDouble']	Because it came first before the other candidate.	No, I just submitted my original guess without checking any further.	NA	NA	Like I said, I chose my answer based on the first number between the two likely candidates.	column	0.6647393873754109
145	5ae540	FALSE	FALSE	0.56	0.515625	0.670375	0.545625	0	3	FALSE	NA	0	TRUE	Male	24	bach	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	target	8	8	5	85	my strategy is very simple , add these numbers by the given number outside of the box if it is 15 i choose lowest number if its 19 or above i choose higher number , mostly i choose randomly	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	7 was down there so i will choose 8	['targetBox', 'targetDouble']	dont know	No, I just submitted my original guess without checking any further.	NA	NA	I solve this puzzle by choosing randomly	column	0.6641224674234063
146	ab7ff5	FALSE	FALSE	0.56	0.703125	0.657875	0.749	1	5	FALSE	NA	0	TRUE	Female	41	bach	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	distractor	9	5	9	40	I first figured out a 5 or 9 could go in that space. I then checked the vertical rows in the same square. I than checked the boxes to each side to see if I could cancel out the 5 or 9 in each row. I decided the 9 would be my better choice.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I got it wrong, 5 is the correct answer. The second to last row has a 5 in the row so that square has to be the 9 and would make the correct answer a 5.	['emptySingle']	There is already a 5 on this row so the answer would be 9 for this row. The correct answer is 5 and not 9 like I chose.	Yes, I checked to see whether the candidate was actually correct.	I used the process of elimination to best determine my answers.  If I had more time I could have rechecked the answers better. I was afraid of running out of time. I have never done a puzzle like this before.	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	I believe the correct answer is 5 not 9. I used the process of elimination to determined which rows would contain which numbers.	column	0.663940530238063
147	126cd5	FALSE	FALSE	0.6	0.53125	0.660125	0.546125	0	4	FALSE	NA	0	TRUE	Male	36	asso	Completed	Yes	No	None	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	target	5	5	1	50	I looked to see if there were any 1's  5's blocking the path first. Then I try to figure out which is more likely to be the number that I have chosen. So far with a few exceptions and the limited info provided, I feel that its still a bit of a guessing game. But I'm not sure about that either.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['distractorSingle', 'distractorDouble']	NA	NA	NA	NA	Most puzzles had a bit of guessing associated with it except for a few that had obvious answers. Like there being two 5's in a row for example.	column	0.6605825740979299
148	39182b	FALSE	FALSE	0.56	0.625	0.65525	0.63875	1	7	FALSE	NA	0	TRUE	Male	21	bach	Currently pursuing	Yes	No	None	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	distractor	2	1	2	50	I look at all the numbers in the blue row and look at them as having a mathematical relationship to each other. 5 and 7 are 2 apart from each other so I chose 2 to be the best answer.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetSingle', 'targetDouble']	NA	NA	NA	NA	The same number is typically not so close to itself, therefore it could not be 1.	row	0.6605315738112554
149	a6434c	FALSE	FALSE	0.6	0.390625	0.662	0.411125	1	2	FALSE	NA	0	TRUE	Male	36	mast	Completed	Yes	Not sure	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	target	7	7	6	75	I looked at where the other 6s and 7s were. 6 or 7 couldn't be placed in the 3x3 box to the right. So that left placing the 6 in the row with the 7 towards the left. Meaning that the 7 had to go in the tile in question.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The column with the 7 but without a 6 towards the left.	['targetSingle', 'emptySingle']	There was already a 7 in the column so 6 would only fit there. Meaning that the 7 would have to go in the tile in question.	Yes, I checked to see whether the candidate was actually correct.	I made sure that the 3x3 box on the right contained both 6 and 7.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I first looked at what numbers were outside of the row in question. And then decided between them which ones would have to be used to fill the tile in question.	row	0.6592731714356062
150	9b3e67	FALSE	FALSE	0.56	0.4375	0.66225	0.4255	3	4	FALSE	NA	0	TRUE	Female	44	hs	Completed	Yes	No	None	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	distractor	4	8	4	5	I am still struggling how to do this. I looked to see if there was another 4 & 8, and seemed that 4 may be the answer. Apparently not. :(	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	It just seemed like it should be 4.	[(4, 4)]	I really don't know, It just seemed like the best answer.	Yes, I checked to see whether the candidate was actually correct.	I submitted to see if it was correct.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I tried to understand this game, but I just answered the best I could. As a result of this game I will be looking for the game in an app, and really learn how to play.	column	0.658573690311723
151	4e726b	FALSE	FALSE	0.56	0.484375	0.636125	0.512125	0	4	FALSE	NA	0	TRUE	Female	23	hs	Currently pursuing	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	target	8	8	9	10	i looked at the numbers around the one i currently placed.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetSingle']	NA	NA	NA	NA	decided to go for the number 8 since the first number in the row is a 7	column	0.6561173033921881
152	c10a64	FALSE	FALSE	0.56	0.53125	0.64575	0.54225	0	5	FALSE	NA	0	TRUE	Female	27	bach	Completed	Yes	Yes	None	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	target	3	3	5	70	I used process of elimination of where to put the 3.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The more vertical 3's in the puzzle.	['targetDouble', 'targetBox', 'targetSingle']	The 3's to the right helped me narrow down the selection I needed.	No, I just submitted my original guess without checking any further.	NA	NA	n/a	row	0.6554495333576409
153	0dc1e6	FALSE	FALSE	0.56	0.53125	0.6555	0.531125	0	4	FALSE	NA	0	TRUE	Female	65	bach	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	target	8	8	9	60	I tried to figure out which numbers could appear	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	that 8 was often excluded	['targetBox']	I knew it blocked that row	No, I just submitted my original guess without checking any further.	NA	NA	none	row	0.6527422421582214
154	a5148a	FALSE	FALSE	0.56	0.5	0.652375	0.52125	1	2	FALSE	NA	0	TRUE	Female	46	bach	Completed	Yes	No	None	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	target	7	7	4	50	i counted from 1 thru 9 to see if it would fit	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	nothing really	['distractorSingle']	wild guess	No, I just submitted my original guess without checking any further.	NA	NA	wild guess	column	0.6522943176213495
155	b60258	FALSE	FALSE	0.56	0.484375	0.643	0.520375	4	3	FALSE	21.272	1	FALSE	Female	48	bach	Completed	Yes	No	None	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	target	9	9	8	95	I would like to fix the value which is related to the column.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The answer is correct.	['emptySingle']	The column cell which is selected to the same column.	Yes, I checked to see whether the candidate was actually correct.	The equal value of the column.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	None	column	0.6436723448094306
156	c23ac3	FALSE	FALSE	0.6	0.46875	0.637375	0.4555	0	3	FALSE	40.866	2	FALSE	Male	34	bach	Completed	Yes	No	None	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	FALSE	target	7	7	5	90	I found 7 would be the right choice when compared to other boxes	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	In the center box I could See other numbers like 8 and 6...So I could identify that 7 would be the right choice	['targetDouble']	based on the experience earned here , First 3 rd column pick would be correct	No, I just submitted my original guess without checking any further.	NA	NA	I assumed that , 7 would be correct	row	0.6425501005189749
157	7be1e0	FALSE	FALSE	0.48	0.875	0.635625	0.911875	0	8	FALSE	NA	0	TRUE	Female	43	bach	Completed	Yes	No	None	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	target	4	4	6	90	I looked at rows / sections I could rule out b/c they contained both numbers. Then I looked at which blocks could have one of the numbers. Finally, I put in the remaining number.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The four at bottom indicated the blank spot in that row was likely for a six.	['targetSingle']	It made me think the empty spot above it must be for a six, which would then mean the green spot was for a four.	Yes, I checked to see whether the candidate was actually correct.	I ran through each possibility to double-check my impression.	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I've pretty much described my process. This definitely doesn't come easy to me - it took a lot of your practice rounds, and I still made some mistakes! But I just applied the same process the same way each time, by ruling out impossibles first, then considering possibles.	row	0.6334470117394643
158	00a4d9	FALSE	FALSE	0.48	0.5	0.62875	0.502875	1	1	FALSE	NA	0	TRUE	Female	23	bach	Completed	Yes	Yes	None	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	target	1	1	3	15	I went through the rows and columns with #3 and see if it would match up correctly and made sure it did not repeat in boxes. I then did that with #3 and was unsure. So I chose #1 because it seemed more certain it fit.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetDouble', 'targetSingle', 'targetBox', 'distractorDouble', 'distractorSingle', 'distractorBox']	NA	NA	NA	NA	It was very hard for me I had to almost pretend that there was other numbers in the blue columns to figure it out.	column	0.6322713473512482
159	3a34a5	FALSE	FALSE	0.64	0.484375	0.626375	0.48425	1	3	FALSE	NA	0	TRUE	Female	55	bach	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	target	4	4	5	20	I checked to see where there could or not be other fours or fives. It seemed to fit the rule to put a 4 in the empty slot.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The four seemed to be jumping out at me that it was correct.	['emptyBox']	I am not sure I am correct but it seemed if that cell couldn't contain a 4 that is probably the number I should pick.	No, I just submitted my original guess without checking any further.	NA	NA	It just seemed to make sense to me to pick the four.	row	0.6316993607792707
160	2395af	FALSE	FALSE	0.6	0.5	0.627	0.49575	1	6	FALSE	NA	0	TRUE	Male	59	asso	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	distractor	8	7	8	45	It was a process of elimination and guessing block configuration	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetBox']	NA	NA	NA	NA	n/a	row	0.6300669045077966
161	74a119	FALSE	FALSE	0.52	0.4375	0.631625	0.427375	2	4	FALSE	NA	0	TRUE	Male	32	mast	Currently pursuing	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	distractor	4	3	4	50	Well I just chose what i felt was the best possible answer and I thought 4 was the one that fit the most in that square. Sometimes you just have to go with your gut.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetSingle']	NA	NA	NA	NA	Always go with the answer that you feel can provide the best solution.	row	0.6266056792405704
162	038a4a	FALSE	FALSE	0.52	0.734375	0.63125	0.7905	2	8	FALSE	NA	0	TRUE	Prefer not to say	67	hs	Completed	Yes	Not sure	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	target	9	9	1	100	It must be 1 or 9.<>Test the blue squares for 1. The first 3 blue squares have a 1 in the 3 x 3 cell, so no 1 could go there. The 4th square has a 1 in the column so no 1 could go there. The 1 could go in the 7th square because there is no other 1 in the same row, column, or 3 x 3 cell.<>Double check with the same process for the 9. It fails the tests, i.e. there is no cell it can go in. So, 9 is the answer.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetSingle', 'emptySingle']	NA	NA	NA	NA	Some of my answers were wrong, even using my system, so I double checked by checking both of the hint numbers.<>The logic and numbers strain my brain. I did what by trial and error seemed to work.	row	0.6240594544568308
163	1833ce	FALSE	FALSE	0.56	0.8125	0.620125	0.87825	0	8	FALSE	NA	0	TRUE	Male	52	mast	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	target	5	5	3	85	I used the process of elimination.  The number had to be either 3 or 5.  I went empty cell by empty cell and determined the only possible number.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetBox', 'targetSingle', 'targetDouble']	NA	NA	NA	NA	It was simply eliminating possible answers until only one was left.	row	0.6239176971146156
164	bcb620	FALSE	FALSE	0.48	0.515625	0.619625	0.566375	0	5	FALSE	NA	0	TRUE	Male	38	mast	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	FALSE	target	9	9	6	100	i calculated the possibilities of having 9 in the column and i just decided to put it.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetSingle']	NA	NA	NA	NA	i just look at the column outside the puzzle i want to solve and look for the number closest to it.	row	0.6218778275834836
165	b10c05	FALSE	FALSE	0.48	0.515625	0.609875	0.550625	1	4	FALSE	NA	0	TRUE	Female	60	bach	Completed	Yes	Yes	None	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	target	9	9	4	50	I honestly just guessed	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetBox', 'targetDouble']	NA	NA	NA	NA	nothing extra to offer , sorry	row	0.6181044613404073
166	204ea5	FALSE	FALSE	0.52	0.53125	0.613875	0.518875	0	5	FALSE	NA	0	TRUE	Female	46	hs	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	distractor	6	5	6	95	I looked where the empty spots would be for 5 and it allows the 5 to go above the 6	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	where the 5's were located. showed me that there was empty spots for them but not for the 6	['targetSingle']	because the 5 could not go into there but the 6 could go into the spot above to the left	Yes, I checked to see whether the candidate was actually correct.	looked where the other 5's were located on the board	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	i looked where the 6's and 5's could possibly go and what empty spot is open this is my first time ever playing this so just learning.	row	0.615687723156399
167	472f25	FALSE	FALSE	0.44	0.484375	0.622	0.47625	0	4	FALSE	112.903	1	FALSE	Male	19	asso	Currently pursuing	Yes	Yes	None	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	target	2	2	1	70	I went through and saw where each 1 was and if the rows near the blank one had a 1. Then the same with the twos. After that I checked the row that is blue and picked which one I thought fit best.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	Where all of the numbers were placed. If the numbers were all clustered with like numbers or different numbers.	['targetDouble']	It was the number i thought but it was still close enough to where it was helpful.	No, I just submitted my original guess without checking any further.	NA	NA	Only if I was stuck and couldn't figure out the answer did I pick one at random.	row	0.615027470493028
168	a083ad	FALSE	FALSE	0.56	0.5	0.6035	0.544375	0	6	FALSE	NA	0	TRUE	Male	30	hs	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	distractor	8	3	8	50	I looked at all of the rows and compared. I think that this row is supposed to be an 8. I start from the bottom line and move up.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I noticed that the block consisted of 7, 8, and 9.	['occupied', 'occupied']	They were part of a trio, 7, 8, and 9.	No, I just submitted my original guess without checking any further.	NA	NA	I had a hard time understanding the instructions. I feel like I missed a few main parts of the strategy in the directions. I tried my best but I am not pleased with my performance.	column	0.6078581994271027
169	c42a7c	FALSE	FALSE	0.52	0.59375	0.595625	0.618	0	4	FALSE	NA	0	TRUE	Female	40	hs	Currently pursuing	Yes	Yes	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	target	7	7	8	25	I just tried to make sure that the 7 wasn't in any other rows.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The 7 wasn't in any other rows in the puzzle.	[(5, 4)]	I just tried to make sure that the 7 couldn't be in those rows.	No, I just submitted my original guess without checking any further.	NA	NA	I think I did the best that I could, since I'm not great a sudoki.	column	0.6065476895986531
170	b6481a	FALSE	FALSE	0.48	0.484375	0.607875	0.506625	0	4	FALSE	NA	0	TRUE	Female	18	bach	Currently pursuing	Yes	No	None	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	distractor	5	4	5	25	The number came before the 4, allowing it to cover the three blue tiles.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	There would be already two fives in the row	['distractorBox', 'distractorSingle']	The two fives lined up in the row	No, I just submitted my original guess without checking any further.	NA	NA	I look at which number is closer to the line and which one lines up together.	row	0.6061864144914114
171	bbd694	FALSE	FALSE	0.52	0.421875	0.600625	0.468125	2	6	FALSE	NA	0	TRUE	Female	54	bach	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	target	6	6	3	70	The 3 could be in the bottom mid quadrant.  So I would place the 6 in the green square	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	That the 6 is not anywhere on the line where the green square is.	['distractorDouble']	The 6 could not go on that field next to the 3.  So the 3 would have to go there and not the 6.	Yes, I checked to see whether the candidate was actually correct.	Eliminated what could be in the square next to the 3	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	With the placement of where the 3 is on the 3rd from the bottom column I deducted the 6 would go in the green square.	column	0.6034577481602413
172	b26711	FALSE	FALSE	0.52	0.828125	0.59875	0.882125	1	7	FALSE	NA	0	TRUE	Female	22	asso	Currently pursuing	No	No	None	FALSE	FALSE	TRUE	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	target	2	2	5	100	Where can 2 go	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	2 was alone	['targetSingle']	this blocked off a blue cell	Yes, I checked to see whether the candidate was actually correct.	check the list	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	I saw which blue cell was open	column	0.5997516320821128
173	597840	FALSE	FALSE	0.48	0.453125	0.591	0.4315	3	3	FALSE	NA	0	TRUE	Male	30	hs	Completed	Yes	Yes	None	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	TRUE	distractor	3	8	3	75	3	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	3	['targetBox']	8	Yes, I checked to see whether the candidate was actually correct.	3	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	8	row	0.599581534512417
174	9e8411	FALSE	FALSE	0.56	0.546875	0.588625	0.56775	1	6	FALSE	NA	0	TRUE	Male	33	bach	Completed	Yes	Yes	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	target	3	3	1	100	I checked the other 3x3 to see what number could be placed without interrupting the other patterns.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	that one took up the places for the correcrt answer	['targetSingle', 'targetBox', 'targetDouble']	i found a 3 and ran my finger up and down or left to right to see if cross pathes	Yes, I checked to see whether the candidate was actually correct.	attemptend to solve puzzle	I checked whether the candidate I chose could go in any of the empty blue cells in the row/column.	go with your gut feeling and follow any pattern you notice.	column	0.5991446932301674
175	870a02	FALSE	FALSE	0.44	0.40625	0.591625	0.403125	1	4	FALSE	16.907	1	FALSE	Female	36	asso	Completed	No	No	None	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	distractor	7	3	7	60	Very easy.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	Very honest.	['targetBox']	Very interest.	Yes, I checked to see whether the candidate was actually correct.	7	I looked at other numbers in the puzzle until I noticed something that helped me decide whether or not the candidate was correct.	Very useful.	column	0.5977087547652377
176	d56384	FALSE	FALSE	0.48	0.4375	0.586125	0.43975	0	4	FALSE	NA	0	TRUE	Female	32	asso	Completed	Yes	Yes	None	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	target	3	3	2	10	Since I'm still not very knowledgeable about Sudoku, I just looked at which number was farthest away from the empty box and chose it.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	The number that was farthest away from the empty box.	['distractorBox']	It was closer to the empty box than the other number, so I picked the one that was farther away.	No, I just submitted my original guess without checking any further.	NA	NA	I chose the number that was farthest away from the empty box. No other strategy on this specific grid.	row	0.597676220028149
177	04163c	FALSE	FALSE	0.48	0.625	0.589375	0.641875	2	7	FALSE	NA	0	TRUE	Female	33	bach	Completed	Yes	No	None	TRUE	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	TRUE	target	7	7	4	70	My strategy was very simple I focused o the numbers ""7 & 4"" After that I choose the number which I think has more chances to be in the blue box.	I noticed something in the puzzle that initially made one candidate seem more likely to be correct than the other.	I focused on the position of the number.	['targetBox', 'targetSingle']	I thought this was a pattern.	No, I just submitted my original guess without checking any further.	NA	NA	in my opinion is always 50-50 between the numbers outside: 4 & 7. Sometimes you feel that a certain number belongs there more than the other.	row	0.5962245933769357
178	166ab1	FALSE	FALSE	0.48	0.5625	0.58575	0.559375	1	4	FALSE	NA	0	TRUE	Female	52	bach	Completed	Yes	No	None	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	distractor	5	6	5	50	I looked to see what numbers were already there, and decided that, based on the position of the other numbers, the answer would be the number 5.  I will not be sure until I have completed the grid.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetSingle']	NA	NA	NA	NA	I find these puzzles very confusing and not very fun.  For me, they were very tedious, and I tend to plug numbers in rather arbitrarily.  I feel that if it were a paper puzzle, I would spend lots of time erasing.	column	0.5939020476510263
179	f0491f	FALSE	FALSE	0.52	0.5	0.594375	0.49975	1	3	FALSE	NA	0	TRUE	Female	40	hs	Currently pursuing	Yes	No	None	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	distractor	1	9	1	25	I checked the rows to see where it could be possible to fit in.	I arbitrarily chose between the two candidates because they seemed equally promising to consider.	NA	['targetSingle', (6, 0), (6, 2), 'emptySingle', (6, 4), (6, 5), (6, 6), (6, 7), (6, 8)]	NA	NA	NA	NA	I see where the 9 can have a spot already.	column	0.5929685229206927
